number,value_accuracy,datetime_start,datetime_complete,duration,params_criterion,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_splitter,state
61,0.7977638312709049,2024-10-23 06:55:10.018918,2024-10-23 06:55:11.019165,0 days 00:00:01.000247,entropy,4,3,12,random,COMPLETE
62,0.8146414684017067,2024-10-23 06:55:10.119325,2024-10-23 06:55:11.060938,0 days 00:00:00.941613,entropy,4,3,16,random,COMPLETE
63,0.8146414684017067,2024-10-23 06:55:10.123312,2024-10-23 06:55:10.783043,0 days 00:00:00.659731,entropy,4,3,17,random,COMPLETE
64,0.8104397877294378,2024-10-23 06:55:10.184816,2024-10-23 06:55:11.301384,0 days 00:00:01.116568,entropy,4,3,24,random,COMPLETE
65,0.8146414684017067,2024-10-23 06:55:10.209428,2024-10-23 06:55:10.910005,0 days 00:00:00.700577,entropy,4,3,17,random,COMPLETE
66,0.7935444219882045,2024-10-23 06:55:10.219332,2024-10-23 06:55:10.833135,0 days 00:00:00.613803,entropy,4,8,16,random,COMPLETE
67,0.8118167098062855,2024-10-23 06:55:10.234921,2024-10-23 06:55:11.210187,0 days 00:00:00.975266,gini,4,3,17,random,COMPLETE
68,0.8160361190889859,2024-10-23 06:55:10.301109,2024-10-23 06:55:10.822123,0 days 00:00:00.521014,gini,4,3,25,random,COMPLETE
69,0.7907433015400253,2024-10-23 06:55:10.308567,2024-10-23 06:55:11.053481,0 days 00:00:00.744914,gini,4,3,7,random,COMPLETE
70,0.8160361190889859,2024-10-23 06:55:10.334488,2024-10-23 06:55:11.267108,0 days 00:00:00.932620,gini,4,3,28,random,COMPLETE
71,0.8160361190889859,2024-10-23 06:55:10.346801,2024-10-23 06:55:11.132784,0 days 00:00:00.785983,gini,4,3,25,random,COMPLETE
72,0.8160361190889859,2024-10-23 06:55:10.349354,2024-10-23 06:55:11.263895,0 days 00:00:00.914541,gini,4,3,32,random,COMPLETE
73,0.7963514519731943,2024-10-23 06:55:10.509253,2024-10-23 06:55:11.306997,0 days 00:00:00.797744,gini,2,6,31,random,COMPLETE
74,0.7963514519731943,2024-10-23 06:55:10.541356,2024-10-23 06:55:11.217387,0 days 00:00:00.676031,gini,2,6,30,random,COMPLETE
75,0.7963514519731943,2024-10-23 06:55:10.561829,2024-10-23 06:55:11.563568,0 days 00:00:01.001739,gini,2,6,31,random,COMPLETE
76,0.8202673474453072,2024-10-23 06:55:10.615209,2024-10-23 06:55:11.460431,0 days 00:00:00.845222,gini,4,8,24,best,COMPLETE
77,0.7963514519731943,2024-10-23 06:55:10.865950,2024-10-23 06:55:11.679576,0 days 00:00:00.813626,gini,2,7,29,best,COMPLETE
78,0.7963514519731943,2024-10-23 06:55:10.905635,2024-10-23 06:55:11.855722,0 days 00:00:00.950087,gini,2,7,28,best,COMPLETE
79,0.8230389202094339,2024-10-23 06:55:10.952763,2024-10-23 06:55:11.683803,0 days 00:00:00.731040,gini,6,6,29,best,COMPLETE
80,0.7963514519731943,2024-10-23 06:55:11.009302,2024-10-23 06:55:11.671735,0 days 00:00:00.662433,gini,2,6,28,best,COMPLETE
81,0.7836932241250931,2024-10-23 06:55:11.152556,2024-10-23 06:55:12.052010,0 days 00:00:00.899454,entropy,2,6,30,best,COMPLETE
82,0.8230743774302969,2024-10-23 06:55:11.228331,2024-10-23 06:55:12.314420,0 days 00:00:01.086089,entropy,3,7,27,best,COMPLETE
83,0.8230743774302969,2024-10-23 06:55:11.254327,2024-10-23 06:55:11.881303,0 days 00:00:00.626976,entropy,3,5,27,best,COMPLETE
84,0.8230743774302969,2024-10-23 06:55:11.319165,2024-10-23 06:55:12.194171,0 days 00:00:00.875006,entropy,3,7,14,best,COMPLETE
85,0.8230743774302969,2024-10-23 06:55:11.328901,2024-10-23 06:55:12.148126,0 days 00:00:00.819225,entropy,3,7,14,best,COMPLETE
86,0.8230743774302969,2024-10-23 06:55:11.339675,2024-10-23 06:55:12.048878,0 days 00:00:00.709203,entropy,3,9,14,best,COMPLETE
87,0.8230743774302969,2024-10-23 06:55:11.340992,2024-10-23 06:55:12.029444,0 days 00:00:00.688452,entropy,3,7,14,best,COMPLETE
88,0.8230743774302969,2024-10-23 06:55:11.342892,2024-10-23 06:55:12.076476,0 days 00:00:00.733584,entropy,3,9,14,best,COMPLETE
89,0.8230743774302969,2024-10-23 06:55:11.356277,2024-10-23 06:55:12.333579,0 days 00:00:00.977302,entropy,3,7,14,best,COMPLETE
90,0.8230743774302969,2024-10-23 06:55:11.361460,2024-10-23 06:55:12.323008,0 days 00:00:00.961548,entropy,3,7,14,best,COMPLETE
91,0.8230743774302969,2024-10-23 06:55:11.495289,2024-10-23 06:55:12.553971,0 days 00:00:01.058682,entropy,3,7,14,best,COMPLETE
92,0.8230743774302969,2024-10-23 06:55:11.688966,2024-10-23 06:55:12.460123,0 days 00:00:00.771157,entropy,3,14,14,best,COMPLETE
93,0.8230743774302969,2024-10-23 06:55:11.704049,2024-10-23 06:55:12.556482,0 days 00:00:00.852433,entropy,3,14,7,best,COMPLETE
94,0.8230743774302969,2024-10-23 06:55:11.712693,2024-10-23 06:55:12.382255,0 days 00:00:00.669562,entropy,3,14,5,best,COMPLETE
95,0.8230743774302969,2024-10-23 06:55:11.746778,2024-10-23 06:55:12.670102,0 days 00:00:00.923324,entropy,3,14,14,best,COMPLETE
96,0.8202673474453072,2024-10-23 06:55:11.967556,2024-10-23 06:55:12.604731,0 days 00:00:00.637175,entropy,5,14,14,best,COMPLETE
97,0.8202673474453072,2024-10-23 06:55:11.969546,2024-10-23 06:55:12.684916,0 days 00:00:00.715370,entropy,5,14,14,best,COMPLETE
98,0.8202673474453072,2024-10-23 06:55:12.102184,2024-10-23 06:55:12.649329,0 days 00:00:00.547145,entropy,5,14,11,best,COMPLETE
99,0.8342906782966351,2024-10-23 06:55:12.154485,2024-10-23 06:55:12.701339,0 days 00:00:00.546854,entropy,5,10,11,best,COMPLETE
