number,value_accuracy,datetime_start,datetime_complete,duration,params_criterion,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_splitter,state
13,0.7696758028105757,2024-10-15 17:16:28.163906,2024-10-15 17:16:28.435196,0 days 00:00:00.271290,gini,6,14,22,random,COMPLETE
14,0.7696758028105757,2024-10-15 17:16:28.188359,2024-10-15 17:16:28.472364,0 days 00:00:00.284005,entropy,9,3,27,best,COMPLETE
15,0.7696758028105757,2024-10-15 17:16:28.199064,2024-10-15 17:16:28.386736,0 days 00:00:00.187672,entropy,4,27,7,best,COMPLETE
16,0.7696758028105757,2024-10-15 17:16:28.204529,2024-10-15 17:16:28.537528,0 days 00:00:00.332999,entropy,9,5,7,best,COMPLETE
17,0.7696758028105757,2024-10-15 17:16:28.266779,2024-10-15 17:16:28.505455,0 days 00:00:00.238676,gini,7,22,28,best,COMPLETE
18,0.7696758028105757,2024-10-15 17:16:28.280450,2024-10-15 17:16:28.555981,0 days 00:00:00.275531,gini,2,15,28,random,COMPLETE
19,0.7696758028105757,2024-10-15 17:16:28.307048,2024-10-15 17:16:28.461357,0 days 00:00:00.154309,entropy,8,3,30,random,COMPLETE
20,0.7865534399413775,2024-10-15 17:16:28.519273,2024-10-15 17:16:28.684896,0 days 00:00:00.165623,gini,1,32,2,best,COMPLETE
21,0.7865534399413775,2024-10-15 17:16:28.529385,2024-10-15 17:16:28.692893,0 days 00:00:00.163508,gini,1,32,2,best,COMPLETE
22,0.7865534399413775,2024-10-15 17:16:28.546963,2024-10-15 17:16:28.847399,0 days 00:00:00.300436,gini,1,32,3,best,COMPLETE
23,0.7865534399413775,2024-10-15 17:16:28.610943,2024-10-15 17:16:28.875473,0 days 00:00:00.264530,entropy,1,32,2,best,COMPLETE
24,0.7865534399413775,2024-10-15 17:16:28.623095,2024-10-15 17:16:28.931931,0 days 00:00:00.308836,entropy,1,9,2,best,COMPLETE
25,0.7865534399413775,2024-10-15 17:16:28.686925,2024-10-15 17:16:28.974231,0 days 00:00:00.287306,gini,1,32,2,best,COMPLETE
26,0.7865534399413775,2024-10-15 17:16:28.708181,2024-10-15 17:16:29.004411,0 days 00:00:00.296230,gini,1,30,2,best,COMPLETE
27,0.7865534399413775,2024-10-15 17:16:28.762550,2024-10-15 17:16:28.902118,0 days 00:00:00.139568,gini,1,32,3,best,COMPLETE
28,0.7865534399413775,2024-10-15 17:16:28.789748,2024-10-15 17:16:28.997600,0 days 00:00:00.207852,gini,1,32,2,best,COMPLETE
29,0.7696758028105757,2024-10-15 17:16:28.971084,2024-10-15 17:16:29.141970,0 days 00:00:00.170886,gini,2,28,12,best,COMPLETE
30,0.7696758028105757,2024-10-15 17:16:28.988249,2024-10-15 17:16:29.167669,0 days 00:00:00.179420,gini,2,28,11,best,COMPLETE
31,0.7696758028105757,2024-10-15 17:16:28.998297,2024-10-15 17:16:29.234500,0 days 00:00:00.236203,gini,2,28,10,best,COMPLETE
32,0.7696758028105757,2024-10-15 17:16:29.007975,2024-10-15 17:16:29.404095,0 days 00:00:00.396120,entropy,2,10,11,best,COMPLETE
33,0.7696758028105757,2024-10-15 17:16:29.027799,2024-10-15 17:16:29.296265,0 days 00:00:00.268466,entropy,2,8,11,best,COMPLETE
34,0.7696758028105757,2024-10-15 17:16:29.062028,2024-10-15 17:16:29.491420,0 days 00:00:00.429392,entropy,2,9,11,best,COMPLETE
35,0.7696758028105757,2024-10-15 17:16:29.064987,2024-10-15 17:16:29.546464,0 days 00:00:00.481477,entropy,2,9,13,best,COMPLETE
36,0.7696758028105757,2024-10-15 17:16:29.118033,2024-10-15 17:16:29.612177,0 days 00:00:00.494144,entropy,2,25,11,best,COMPLETE
37,0.7696758028105757,2024-10-15 17:16:29.147264,2024-10-15 17:16:29.758635,0 days 00:00:00.611371,entropy,2,9,10,best,COMPLETE
38,0.7696758028105757,2024-10-15 17:16:29.161741,2024-10-15 17:16:29.918702,0 days 00:00:00.756961,entropy,2,1,9,best,COMPLETE
39,0.7696758028105757,2024-10-15 17:16:29.180064,2024-10-15 17:16:29.846657,0 days 00:00:00.666593,gini,2,25,5,best,COMPLETE
40,0.7696758028105757,2024-10-15 17:16:29.189517,2024-10-15 17:16:29.932155,0 days 00:00:00.742638,gini,2,25,5,best,COMPLETE
41,0.7696758028105757,2024-10-15 17:16:29.239898,2024-10-15 17:16:30.037616,0 days 00:00:00.797718,gini,3,25,5,best,COMPLETE
42,0.7696758028105757,2024-10-15 17:16:29.253164,2024-10-15 17:16:30.241044,0 days 00:00:00.987880,gini,3,24,5,best,COMPLETE
43,0.7696758028105757,2024-10-15 17:16:29.259060,2024-10-15 17:16:30.236501,0 days 00:00:00.977441,gini,3,25,6,best,COMPLETE
44,0.7696758028105757,2024-10-15 17:16:29.279891,2024-10-15 17:16:29.878959,0 days 00:00:00.599068,gini,3,25,5,best,COMPLETE
45,0.7696758028105757,2024-10-15 17:16:29.303121,2024-10-15 17:16:30.124001,0 days 00:00:00.820880,gini,3,25,6,best,COMPLETE
46,0.7696758028105757,2024-10-15 17:16:29.319937,2024-10-15 17:16:30.032100,0 days 00:00:00.712163,gini,3,25,5,best,COMPLETE
47,0.7696758028105757,2024-10-15 17:16:29.336311,2024-10-15 17:16:30.243876,0 days 00:00:00.907565,gini,3,25,5,best,COMPLETE
48,0.7696758028105757,2024-10-15 17:16:29.358770,2024-10-15 17:16:30.248901,0 days 00:00:00.890131,gini,3,25,5,best,COMPLETE
49,0.7696758028105757,2024-10-15 17:16:29.439198,2024-10-15 17:16:30.346851,0 days 00:00:00.907653,gini,3,24,5,best,COMPLETE
50,0.7696758028105757,2024-10-15 17:16:29.586441,2024-10-15 17:16:30.427422,0 days 00:00:00.840981,gini,3,25,5,random,COMPLETE
51,0.7696758028105757,2024-10-15 17:16:29.654057,2024-10-15 17:16:30.728513,0 days 00:00:01.074456,gini,3,24,16,random,COMPLETE
52,0.7696758028105757,2024-10-15 17:16:29.666611,2024-10-15 17:16:30.499366,0 days 00:00:00.832755,gini,3,25,16,random,COMPLETE
53,0.7696758028105757,2024-10-15 17:16:29.874357,2024-10-15 17:16:30.767075,0 days 00:00:00.892718,gini,3,18,5,random,COMPLETE
54,0.7696758028105757,2024-10-15 17:16:29.967051,2024-10-15 17:16:30.568153,0 days 00:00:00.601102,gini,3,30,16,random,COMPLETE
55,0.7696758028105757,2024-10-15 17:16:29.992257,2024-10-15 17:16:30.846635,0 days 00:00:00.854378,gini,3,30,16,random,COMPLETE
56,0.7865534399413775,2024-10-15 17:16:30.039544,2024-10-15 17:16:30.625539,0 days 00:00:00.585995,gini,1,30,8,random,COMPLETE
57,0.7865534399413775,2024-10-15 17:16:30.053110,2024-10-15 17:16:30.929040,0 days 00:00:00.875930,gini,1,30,7,random,COMPLETE
58,0.7865534399413775,2024-10-15 17:16:30.225283,2024-10-15 17:16:31.096519,0 days 00:00:00.871236,gini,1,30,8,random,COMPLETE
59,0.7865534399413775,2024-10-15 17:16:30.237590,2024-10-15 17:16:31.089236,0 days 00:00:00.851646,gini,1,30,8,random,COMPLETE
60,0.7865534399413775,2024-10-15 17:16:30.253981,2024-10-15 17:16:31.049506,0 days 00:00:00.795525,gini,1,18,15,random,COMPLETE
61,0.7865534399413775,2024-10-15 17:16:30.281282,2024-10-15 17:16:31.138569,0 days 00:00:00.857287,gini,1,18,16,random,COMPLETE
62,0.7865534399413775,2024-10-15 17:16:30.291334,2024-10-15 17:16:31.280157,0 days 00:00:00.988823,gini,1,30,15,random,COMPLETE
63,0.7865534399413775,2024-10-15 17:16:30.319168,2024-10-15 17:16:30.983008,0 days 00:00:00.663840,gini,1,29,17,random,COMPLETE
64,0.7865534399413775,2024-10-15 17:16:30.335810,2024-10-15 17:16:31.258904,0 days 00:00:00.923094,gini,1,18,17,random,COMPLETE
65,0.7696758028105757,2024-10-15 17:16:30.398092,2024-10-15 17:16:31.249670,0 days 00:00:00.851578,gini,4,30,8,random,COMPLETE
66,0.7865534399413775,2024-10-15 17:16:30.543135,2024-10-15 17:16:31.406800,0 days 00:00:00.863665,entropy,1,30,3,random,COMPLETE
67,0.7865534399413775,2024-10-15 17:16:30.547939,2024-10-15 17:16:31.299270,0 days 00:00:00.751331,entropy,1,30,3,random,COMPLETE
68,0.7865534399413775,2024-10-15 17:16:30.635129,2024-10-15 17:16:31.519868,0 days 00:00:00.884739,entropy,1,31,3,random,COMPLETE
69,0.7865534399413775,2024-10-15 17:16:30.692583,2024-10-15 17:16:31.617555,0 days 00:00:00.924972,entropy,1,19,3,random,COMPLETE
70,0.7865534399413775,2024-10-15 17:16:30.810548,2024-10-15 17:16:31.770293,0 days 00:00:00.959745,entropy,1,31,3,best,COMPLETE
71,0.7865534399413775,2024-10-15 17:16:30.827255,2024-10-15 17:16:31.603395,0 days 00:00:00.776140,entropy,1,30,3,best,COMPLETE
72,0.7865534399413775,2024-10-15 17:16:30.963430,2024-10-15 17:16:31.817236,0 days 00:00:00.853806,entropy,1,31,3,best,COMPLETE
73,0.7865534399413775,2024-10-15 17:16:31.093927,2024-10-15 17:16:31.820873,0 days 00:00:00.726946,entropy,1,32,3,best,COMPLETE
74,0.7865534399413775,2024-10-15 17:16:31.170736,2024-10-15 17:16:32.125706,0 days 00:00:00.954970,entropy,1,6,3,best,COMPLETE
75,0.7865534399413775,2024-10-15 17:16:31.183370,2024-10-15 17:16:32.096530,0 days 00:00:00.913160,entropy,1,6,3,best,COMPLETE
76,0.7865534399413775,2024-10-15 17:16:31.231129,2024-10-15 17:16:31.978866,0 days 00:00:00.747737,entropy,1,5,3,best,COMPLETE
77,0.7696758028105757,2024-10-15 17:16:31.260159,2024-10-15 17:16:32.194561,0 days 00:00:00.934402,entropy,5,6,3,best,COMPLETE
78,0.7865534399413775,2024-10-15 17:16:31.293424,2024-10-15 17:16:32.262046,0 days 00:00:00.968622,entropy,1,6,3,best,COMPLETE
79,0.7865534399413775,2024-10-15 17:16:31.352230,2024-10-15 17:16:32.190830,0 days 00:00:00.838600,entropy,1,32,3,best,COMPLETE
80,0.7865534399413775,2024-10-15 17:16:31.365423,2024-10-15 17:16:32.246588,0 days 00:00:00.881165,entropy,1,12,3,best,COMPLETE
81,0.7865534399413775,2024-10-15 17:16:31.371016,2024-10-15 17:16:32.168882,0 days 00:00:00.797866,entropy,1,6,2,best,COMPLETE
82,0.7696758028105757,2024-10-15 17:16:31.378420,2024-10-15 17:16:32.354471,0 days 00:00:00.976051,entropy,10,6,3,best,COMPLETE
83,0.7696758028105757,2024-10-15 17:16:31.432798,2024-10-15 17:16:32.425796,0 days 00:00:00.992998,entropy,8,6,3,best,COMPLETE
84,0.7696758028105757,2024-10-15 17:16:31.585389,2024-10-15 17:16:32.500423,0 days 00:00:00.915034,entropy,7,7,2,best,COMPLETE
85,0.7696758028105757,2024-10-15 17:16:31.657499,2024-10-15 17:16:32.629562,0 days 00:00:00.972063,entropy,2,32,2,best,COMPLETE
86,0.7696758028105757,2024-10-15 17:16:31.715143,2024-10-15 17:16:32.526946,0 days 00:00:00.811803,entropy,2,6,2,best,COMPLETE
87,0.7696758028105757,2024-10-15 17:16:31.875865,2024-10-15 17:16:32.667955,0 days 00:00:00.792090,entropy,2,5,2,best,COMPLETE
88,0.7696758028105757,2024-10-15 17:16:31.887785,2024-10-15 17:16:32.875911,0 days 00:00:00.988126,entropy,2,27,2,best,COMPLETE
89,0.7696758028105757,2024-10-15 17:16:31.893228,2024-10-15 17:16:32.819711,0 days 00:00:00.926483,entropy,2,5,2,best,COMPLETE
90,0.7696758028105757,2024-10-15 17:16:32.162566,2024-10-15 17:16:33.022995,0 days 00:00:00.860429,entropy,2,12,2,best,COMPLETE
91,0.7696758028105757,2024-10-15 17:16:32.235207,2024-10-15 17:16:33.043886,0 days 00:00:00.808679,entropy,2,32,2,best,COMPLETE
92,0.7696758028105757,2024-10-15 17:16:32.305173,2024-10-15 17:16:33.204046,0 days 00:00:00.898873,gini,2,27,2,best,COMPLETE
93,0.7696758028105757,2024-10-15 17:16:32.317060,2024-10-15 17:16:32.955700,0 days 00:00:00.638640,gini,2,27,2,best,COMPLETE
94,0.7696758028105757,2024-10-15 17:16:32.344287,2024-10-15 17:16:33.209316,0 days 00:00:00.865029,gini,2,27,2,best,COMPLETE
95,0.7696758028105757,2024-10-15 17:16:32.346376,2024-10-15 17:16:33.093231,0 days 00:00:00.746855,gini,2,27,2,best,COMPLETE
96,0.7696758028105757,2024-10-15 17:16:32.383332,2024-10-15 17:16:33.175678,0 days 00:00:00.792346,gini,2,27,2,best,COMPLETE
97,0.7696758028105757,2024-10-15 17:16:32.384832,2024-10-15 17:16:33.041249,0 days 00:00:00.656417,gini,2,27,2,best,COMPLETE
98,0.7696758028105757,2024-10-15 17:16:32.429117,2024-10-15 17:16:33.125335,0 days 00:00:00.696218,gini,2,28,2,best,COMPLETE
99,0.7696758028105757,2024-10-15 17:16:32.511298,2024-10-15 17:16:33.210141,0 days 00:00:00.698843,gini,2,27,4,best,COMPLETE
